Agg_Type,Date,Country,Brand,Product,Coverage,Industry_Coverage,SOV,COV_increase,SOV_increase
Quarter,2021-01-01,Spain,G,SMP:low-end,111,1688,0.065758,0.0,0.0
Quarter,2021-01-01,Spain,G,SMP:mid-end,148,2224,0.066547,0.0,0.0
Quarter,2021-01-01,Spain,H,SMP,251,6280,0.039968,0.0,0.0
Quarter,2021-01-01,Spain,H,SMP:high-end,184,4711,0.039058,0.0,0.0
Quarter,2021-01-01,Spain,H,SMP:low-end,68,1688,0.040284,0.0,0.0
Quarter,2021-01-01,Spain,H,SMP:mid-end,89,2224,0.040018,0.0,0.0
Quarter,2021-01-01,Spain,O,SMP,205,6280,0.032643,0.0,0.0
Quarter,2021-01-01,Spain,O,SMP:high-end,163,4711,0.034600,0.0,0.0
Quarter,2021-01-01,Spain,O,SMP:low-end,66,1688,0.039100,0.0,0.0
Quarter,2021-01-01,Spain,O,SMP:mid-end,64,2224,0.028777,0.0,0.0
Quarter,2021-01-01,Spain,S,SMP,2323,6280,0.369904,0.0,0.0
Quarter,2021-01-01,Spain,S,SMP:high-end,1738,4711,0.368924,0.0,0.0
Quarter,2021-01-01,Spain,S,SMP:low-end,636,1688,0.376777,0.0,0.0
Quarter,2021-01-01,Spain,S,SMP:mid-end,812,2224,0.365108,0.0,0.0
Quarter,2021-01-01,Spain,X,SMP,301,6280,0.047930,0.0,0.0
Quarter,2021-01-01,Spain,X,SMP:high-end,215,4711,0.045638,0.0,0.0
Quarter,2021-01-01,Spain,X,SMP:low-end,85,1688,0.050355,0.0,0.0
Quarter,2021-01-01,Spain,X,SMP:mid-end,109,2224,0.049011,0.0,0.0
Quarter,2021-01-01,United Kingdom,A,SMP,4340,9788,0.443400,0.0,0.0
Quarter,2021-01-01,United Kingdom,A,SMP:high-end,3264,7371,0.442816,0.0,0.0
Quarter,2021-01-01,United Kingdom,A,SMP:low-end,1070,2425,0.441237,0.0,0.0
Quarter,2021-01-01,United Kingdom,A,SMP:mid-end,1518,3473,0.437086,0.0,0.0
Quarter,2021-01-01,United Kingdom,G,SMP,616,9788,0.062934,0.0,0.0
Quarter,2021-01-01,United Kingdom,G,SMP:high-end,467,7371,0.063356,0.0,0.0
Quarter,2021-01-01,United Kingdom,G,SMP:low-end,151,2425,0.062268,0.0,0.0
Quarter,2021-01-01,United Kingdom,G,SMP:mid-end,224,3473,0.064498,0.0,0.0
Quarter,2021-01-01,United Kingdom,H,SMP,401,9788,0.040969,0.0,0.0
Quarter,2021-01-01,United Kingdom,H,SMP:high-end,308,7371,0.041785,0.0,0.0
Quarter,2021-01-01,United Kingdom,H,SMP:low-end,96,2425,0.039588,0.0,0.0
Quarter,2021-01-01,United Kingdom,H,SMP:mid-end,140,3473,0.040311,0.0,0.0
Quarter,2021-01-01,United Kingdom,O,SMP,365,9788,0.037291,0.0,0.0
Quarter,2021-01-01,United Kingdom,O,SMP:high-end,276,7371,0.037444,0.0,0.0
Quarter,2021-01-01,United Kingdom,O,SMP:low-end,90,2425,0.037113,0.0,0.0
Quarter,2021-01-01,United Kingdom,O,SMP:mid-end,133,3473,0.038295,0.0,0.0
Quarter,2021-01-01,United Kingdom,S,SMP,3584,9788,0.366163,0.0,0.0
Quarter,2021-01-01,United Kingdom,S,SMP:high-end,2694,7371,0.365486,0.0,0.0
Quarter,2021-01-01,United Kingdom,S,SMP:low-end,905,2425,0.373196,0.0,0.0
Quarter,2021-01-01,United Kingdom,S,SMP:mid-end,1282,3473,0.369133,0.0,0.0
Quarter,2021-01-01,United Kingdom,X,SMP,482,9788,0.049244,0.0,0.0
Quarter,2021-01-01,United Kingdom,X,SMP:high-end,362,7371,0.049111,0.0,0.0
Quarter,2021-01-01,United Kingdom,X,SMP:low-end,113,2425,0.046598,0.0,0.0
Quarter,2021-01-01,United Kingdom,X,SMP:mid-end,176,3473,0.050677,0.0,0.0
Quarter,2021-01-01,United States,A,SMP,9409,20783,0.452726,0.0,0.0
Quarter,2021-01-01,United States,A,SMP:high-end,7181,15810,0.454206,0.0,0.0
Quarter,2021-01-01,United States,A,SMP:low-end,2294,5112,0.448748,0.0,0.0
Quarter,2021-01-01,United States,A,SMP:mid-end,3336,7417,0.449778,0.0,0.0
Quarter,2021-01-01,United States,G,SMP,1242,20783,0.059760,0.0,0.0
Quarter,2021-01-01,United States,G,SMP:high-end,949,15810,0.060025,0.0,0.0
Quarter,2021-01-01,United States,G,SMP:low-end,319,5112,0.062402,0.0,0.0
Quarter,2021-01-01,United States,G,SMP:mid-end,438,7417,0.059054,0.0,0.0
Quarter,2021-01-01,United States,H,SMP,864,20783,0.041572,0.0,0.0
Quarter,2021-01-01,United States,H,SMP:high-end,643,15810,0.040670,0.0,0.0
Quarter,2021-01-01,United States,H,SMP:low-end,211,5112,0.041275,0.0,0.0
Quarter,2021-01-01,United States,H,SMP:mid-end,335,7417,0.045167,0.0,0.0
Quarter,2021-01-01,United States,O,SMP,733,20783,0.035269,0.0,0.0
Quarter,2021-01-01,United States,O,SMP:high-end,558,15810,0.035294,0.0,0.0
Quarter,2021-01-01,United States,O,SMP:low-end,179,5112,0.035016,0.0,0.0
Quarter,2021-01-01,United States,O,SMP:mid-end,267,7417,0.035998,0.0,0.0
Quarter,2021-01-01,United States,S,SMP,7508,20783,0.361257,0.0,0.0
Quarter,2021-01-01,United States,S,SMP:high-end,5703,15810,0.360721,0.0,0.0
Quarter,2021-01-01,United States,S,SMP:low-end,1857,5112,0.363263,0.0,0.0
Quarter,2021-01-01,United States,S,SMP:mid-end,2688,7417,0.362411,0.0,0.0
Quarter,2021-01-01,United States,X,SMP,1027,20783,0.049415,0.0,0.0
Quarter,2021-01-01,United States,X,SMP:high-end,776,15810,0.049083,0.0,0.0
Quarter,2021-01-01,United States,X,SMP:low-end,252,5112,0.049296,0.0,0.0
Quarter,2021-01-01,United States,X,SMP:mid-end,353,7417,0.047593,0.0,0.0
Quarter,2021-04-01,All,A,SMP,39510,85280,0.463297,0.0,0.0
Quarter,2021-04-01,All,A,SMP:high-end,29803,64343,0.463189,0.0,0.0
Quarter,2021-04-01,All,A,SMP:low-end,9893,21056,0.469842,0.0,0.0
Quarter,2021-04-01,All,A,SMP:mid-end,13868,30118,0.460456,0.0,0.0
Quarter,2021-04-01,All,G,SMP,6427,85280,0.075364,0.0,0.0
Quarter,2021-04-01,All,G,SMP:high-end,4863,64343,0.075579,0.0,0.0
Quarter,2021-04-01,All,G,SMP:low-end,1542,21056,0.073233,0.0,0.0
Quarter,2021-04-01,All,G,SMP:mid-end,2319,30118,0.076997,0.0,0.0
Quarter,2021-04-01,All,H,SMP,6176,85280,0.072420,0.0,0.0
Quarter,2021-04-01,All,H,SMP:high-end,4651,64343,0.072284,0.0,0.0
Quarter,2021-04-01,All,H,SMP:low-end,1559,21056,0.074041,0.0,0.0
Quarter,2021-04-01,All,H,SMP:mid-end,2186,30118,0.072581,0.0,0.0
Quarter,2021-04-01,All,O,SMP,5337,85280,0.062582,0.0,0.0
Quarter,2021-04-01,All,O,SMP:high-end,4007,64343,0.062276,0.0,0.0
Quarter,2021-04-01,All,O,SMP:low-end,1321,21056,0.062737,0.0,0.0
Quarter,2021-04-01,All,O,SMP:mid-end,1911,30118,0.063450,0.0,0.0
Quarter,2021-04-01,All,S,SMP,21091,85280,0.247315,0.0,0.0
Quarter,2021-04-01,All,S,SMP:high-end,15910,64343,0.247269,0.0,0.0
Quarter,2021-04-01,All,S,SMP:low-end,5079,21056,0.241214,0.0,0.0
Quarter,2021-04-01,All,S,SMP:mid-end,7418,30118,0.246298,0.0,0.0
Quarter,2021-04-01,All,X,SMP,6739,85280,0.079022,0.0,0.0
Quarter,2021-04-01,All,X,SMP:high-end,5109,64343,0.079403,0.0,0.0
Quarter,2021-04-01,All,X,SMP:low-end,1662,21056,0.078932,0.0,0.0
Quarter,2021-04-01,All,X,SMP:mid-end,2416,30118,0.080218,0.0,0.0
Quarter,2021-04-01,Australia,A,SMP,1150,2413,0.476585,0.0,0.0
Quarter,2021-04-01,Australia,A,SMP:high-end,878,1842,0.476656,0.0,0.0
Quarter,2021-04-01,Australia,A,SMP:low-end,269,562,0.478648,0.0,0.0
Quarter,2021-04-01,Australia,A,SMP:mid-end,412,835,0.493413,0.0,0.0
Quarter,2021-04-01,Australia,G,SMP,203,2413,0.084128,0.0,0.0
Quarter,2021-04-01,Australia,G,SMP:high-end,152,1842,0.082519,0.0,0.0
Quarter,2021-04-01,Australia,G,SMP:low-end,54,562,0.096085,0.0,0.0
Quarter,2021-04-01,Australia,G,SMP:mid-end,74,835,0.088623,0.0,0.0
Quarter,2021-04-01,Australia,H,SMP,151,2413,0.062578,0.0,0.0
Quarter,2021-04-01,Australia,H,SMP:high-end,115,1842,0.062432,0.0,0.0
Quarter,2021-04-01,Australia,H,SMP:low-end,38,562,0.067616,0.0,0.0
Quarter,2021-04-01,Australia,H,SMP:mid-end,54,835,0.064671,0.0,0.0
Quarter,2021-04-01,Australia,O,SMP,128,2413,0.053046,0.0,0.0
Quarter,2021-04-01,Australia,O,SMP:high-end,96,1842,0.052117,0.0,0.0
Quarter,2021-04-01,Australia,O,SMP:low-end,26,562,0.046263,0.0,0.0
Quarter,2021-04-01,Australia,O,SMP:mid-end,40,835,0.047904,0.0,0.0
Quarter,2021-04-01,Australia,S,SMP,579,2413,0.239950,0.0,0.0
Quarter,2021-04-01,Australia,S,SMP:high-end,450,1842,0.244300,0.0,0.0
Quarter,2021-04-01,Australia,S,SMP:low-end,112,562,0.199288,0.0,0.0
Quarter,2021-04-01,Australia,S,SMP:mid-end,186,835,0.222754,0.0,0.0
Quarter,2021-04-01,Australia,X,SMP,202,2413,0.083713,0.0,0.0
Quarter,2021-04-01,Australia,X,SMP:high-end,151,1842,0.081976,0.0,0.0
Quarter,2021-04-01,Australia,X,SMP:low-end,63,562,0.112100,0.0,0.0
Quarter,2021-04-01,Australia,X,SMP:mid-end,69,835,0.082635,0.0,0.0
Quarter,2021-04-01,Brazil,A,SMP,2274,4763,0.477430,0.0,0.0
Quarter,2021-04-01,Brazil,A,SMP:high-end,1720,3601,0.477645,0.0,0.0
Quarter,2021-04-01,Brazil,A,SMP:low-end,583,1188,0.490741,0.0,0.0
Quarter,2021-04-01,Brazil,A,SMP:mid-end,839,1728,0.485532,0.0,0.0
Quarter,2021-04-01,Brazil,G,SMP,425,4763,0.089229,0.0,0.0
Quarter,2021-04-01,Brazil,G,SMP:high-end,317,3601,0.088031,0.0,0.0
Quarter,2021-04-01,Brazil,G,SMP:low-end,120,1188,0.101010,0.0,0.0
Quarter,2021-04-01,Brazil,G,SMP:mid-end,144,1728,0.083333,0.0,0.0
Quarter,2021-04-01,Brazil,H,SMP,293,4763,0.061516,0.0,0.0
Quarter,2021-04-01,Brazil,H,SMP:high-end,220,3601,0.061094,0.0,0.0
Quarter,2021-04-01,Brazil,H,SMP:low-end,81,1188,0.068182,0.0,0.0
Quarter,2021-04-01,Brazil,H,SMP:mid-end,122,1728,0.070602,0.0,0.0
Quarter,2021-04-01,Brazil,O,SMP,260,4763,0.054587,0.0,0.0
Quarter,2021-04-01,Brazil,O,SMP:high-end,195,3601,0.054152,0.0,0.0
Quarter,2021-04-01,Brazil,O,SMP:low-end,54,1188,0.045455,0.0,0.0
Quarter,2021-04-01,Brazil,O,SMP:mid-end,97,1728,0.056134,0.0,0.0
Quarter,2021-04-01,Brazil,S,SMP,1184,4763,0.248583,0.0,0.0
Quarter,2021-04-01,Brazil,S,SMP:high-end,907,3601,0.251874,0.0,0.0
Quarter,2021-04-01,Brazil,S,SMP:low-end,266,1188,0.223906,0.0,0.0
Quarter,2021-04-01,Brazil,S,SMP:mid-end,407,1728,0.235532,0.0,0.0
Quarter,2021-04-01,Brazil,X,SMP,327,4763,0.068654,0.0,0.0
Quarter,2021-04-01,Brazil,X,SMP:high-end,242,3601,0.067204,0.0,0.0
Quarter,2021-04-01,Brazil,X,SMP:low-end,84,1188,0.070707,0.0,0.0
Quarter,2021-04-01,Brazil,X,SMP:mid-end,119,1728,0.068866,0.0,0.0
Quarter,2021-04-01,Canada,A,SMP,2213,4557,0.485627,0.0,0.0
Quarter,2021-04-01,Canada,A,SMP:high-end,1647,3381,0.487134,0.0,0.0
Quarter,2021-04-01,Canada,A,SMP:low-end,563,1204,0.467608,0.0,0.0
Quarter,2021-04-01,Canada,A,SMP:mid-end,773,1580,0.489241,0.0,0.0
Quarter,2021-04-01,Canada,G,SMP,377,4557,0.082730,0.0,0.0
Quarter,2021-04-01,Canada,G,SMP:high-end,273,3381,0.080745,0.0,0.0
Quarter,2021-04-01,Canada,G,SMP:low-end,104,1204,0.086379,0.0,0.0
Quarter,2021-04-01,Canada,G,SMP:mid-end,125,1580,0.079114,0.0,0.0
Quarter,2021-04-01,Canada,H,SMP,272,4557,0.059688,0.0,0.0
Quarter,2021-04-01,Canada,H,SMP:high-end,209,3381,0.061816,0.0,0.0
Quarter,2021-04-01,Canada,H,SMP:low-end,73,1204,0.060631,0.0,0.0
Quarter,2021-04-01,Canada,H,SMP:mid-end,105,1580,0.066456,0.0,0.0
Quarter,2021-04-01,Canada,O,SMP,220,4557,0.048277,0.0,0.0
Quarter,2021-04-01,Canada,O,SMP:high-end,161,3381,0.047619,0.0,0.0
Quarter,2021-04-01,Canada,O,SMP:low-end,73,1204,0.060631,0.0,0.0
Quarter,2021-04-01,Canada,O,SMP:mid-end,70,1580,0.044304,0.0,0.0
Quarter,2021-04-01,Canada,S,SMP,1140,4557,0.250165,0.0,0.0
Quarter,2021-04-01,Canada,S,SMP:high-end,846,3381,0.250222,0.0,0.0
Quarter,2021-04-01,Canada,S,SMP:low-end,297,1204,0.246678,0.0,0.0
Quarter,2021-04-01,Canada,S,SMP:mid-end,399,1580,0.252532,0.0,0.0
Quarter,2021-04-01,Canada,X,SMP,335,4557,0.073513,0.0,0.0
Quarter,2021-04-01,Canada,X,SMP:high-end,245,3381,0.072464,0.0,0.0
Quarter,2021-04-01,Canada,X,SMP:low-end,94,1204,0.078073,0.0,0.0
Quarter,2021-04-01,Canada,X,SMP:mid-end,108,1580,0.068354,0.0,0.0
Quarter,2021-04-01,China,A,SMP,3482,9770,0.356397,0.0,0.0
Quarter,2021-04-01,China,A,SMP:high-end,2612,7347,0.355519,0.0,0.0
Quarter,2021-04-01,China,A,SMP:low-end,867,2391,0.362610,0.0,0.0
Quarter,2021-04-01,China,A,SMP:mid-end,1247,3499,0.356388,0.0,0.0
Quarter,2021-04-01,China,G,SMP,165,9770,0.016888,0.0,0.0
Quarter,2021-04-01,China,G,SMP:high-end,123,7347,0.016742,0.0,0.0
Quarter,2021-04-01,China,G,SMP:low-end,39,2391,0.016311,0.0,0.0
Quarter,2021-04-01,China,G,SMP:mid-end,63,3499,0.018005,0.0,0.0
Quarter,2021-04-01,China,H,SMP,1710,9770,0.175026,0.0,0.0
Quarter,2021-04-01,China,H,SMP:high-end,1293,7347,0.175990,0.0,0.0
Quarter,2021-04-01,China,H,SMP:low-end,414,2391,0.173149,0.0,0.0
Quarter,2021-04-01,China,H,SMP:mid-end,582,3499,0.166333,0.0,0.0
Quarter,2021-04-01,China,O,SMP,1535,9770,0.157114,0.0,0.0
Quarter,2021-04-01,China,O,SMP:high-end,1157,7347,0.157479,0.0,0.0
Quarter,2021-04-01,China,O,SMP:low-end,369,2391,0.154329,0.0,0.0
Quarter,2021-04-01,China,O,SMP:mid-end,577,3499,0.164904,0.0,0.0
Quarter,2021-04-01,China,S,SMP,1206,9770,0.123439,0.0,0.0
Quarter,2021-04-01,China,S,SMP:high-end,889,7347,0.121002,0.0,0.0
Quarter,2021-04-01,China,S,SMP:low-end,299,2391,0.125052,0.0,0.0
Quarter,2021-04-01,China,S,SMP:mid-end,422,3499,0.120606,0.0,0.0
Quarter,2021-04-01,China,X,SMP,1672,9770,0.171136,0.0,0.0
Quarter,2021-04-01,China,X,SMP:high-end,1273,7347,0.173268,0.0,0.0
Quarter,2021-04-01,China,X,SMP:low-end,403,2391,0.168549,0.0,0.0
Quarter,2021-04-01,China,X,SMP:mid-end,608,3499,0.173764,0.0,0.0
Quarter,2021-04-01,France,A,SMP,3395,7106,0.477765,0.0,0.0
Quarter,2021-04-01,France,A,SMP:high-end,2531,5329,0.474948,0.0,0.0
Quarter,2021-04-01,France,A,SMP:low-end,875,1775,0.492958,0.0,0.0
Quarter,2021-04-01,France,A,SMP:mid-end,1237,2625,0.471238,0.0,0.0
Quarter,2021-04-01,France,G,SMP,666,7106,0.093724,0.0,0.0
Quarter,2021-04-01,France,G,SMP:high-end,503,5329,0.094389,0.0,0.0
Quarter,2021-04-01,France,G,SMP:low-end,162,1775,0.091268,0.0,0.0
Quarter,2021-04-01,France,G,SMP:mid-end,264,2625,0.100571,0.0,0.0
Quarter,2021-04-01,France,H,SMP,441,7106,0.062060,0.0,0.0
Quarter,2021-04-01,France,H,SMP:high-end,339,5329,0.063614,0.0,0.0
Quarter,2021-04-01,France,H,SMP:low-end,103,1775,0.058028,0.0,0.0
Quarter,2021-04-01,France,H,SMP:mid-end,151,2625,0.057524,0.0,0.0
Quarter,2021-04-01,France,O,SMP,378,7106,0.053194,0.0,0.0
Quarter,2021-04-01,France,O,SMP:high-end,279,5329,0.052355,0.0,0.0
Quarter,2021-04-01,France,O,SMP:low-end,101,1775,0.056901,0.0,0.0
Quarter,2021-04-01,France,O,SMP:mid-end,126,2625,0.048000,0.0,0.0
Quarter,2021-04-01,France,S,SMP,1725,7106,0.242753,0.0,0.0
Quarter,2021-04-01,France,S,SMP:high-end,1298,5329,0.243573,0.0,0.0
Quarter,2021-04-01,France,S,SMP:low-end,408,1775,0.229859,0.0,0.0
Quarter,2021-04-01,France,S,SMP:mid-end,665,2625,0.253333,0.0,0.0
Quarter,2021-04-01,France,X,SMP,501,7106,0.070504,0.0,0.0
Quarter,2021-04-01,France,X,SMP:high-end,379,5329,0.071120,0.0,0.0
Quarter,2021-04-01,France,X,SMP:low-end,126,1775,0.070986,0.0,0.0
Quarter,2021-04-01,France,X,SMP:mid-end,182,2625,0.069333,0.0,0.0
Quarter,2021-04-01,Germany,A,SMP,3289,6927,0.474809,0.0,0.0
Quarter,2021-04-01,Germany,A,SMP:high-end,2497,5221,0.478261,0.0,0.0
Quarter,2021-04-01,Germany,A,SMP:low-end,776,1653,0.469449,0.0,0.0
Quarter,2021-04-01,Germany,A,SMP:mid-end,1138,2410,0.472199,0.0,0.0
Quarter,2021-04-01,Germany,G,SMP,623,6927,0.089938,0.0,0.0
Quarter,2021-04-01,Germany,G,SMP:high-end,465,5221,0.089063,0.0,0.0
Quarter,2021-04-01,Germany,G,SMP:low-end,141,1653,0.085299,0.0,0.0
Quarter,2021-04-01,Germany,G,SMP:mid-end,203,2410,0.084232,0.0,0.0
Quarter,2021-04-01,Germany,H,SMP,431,6927,0.062220,0.0,0.0
Quarter,2021-04-01,Germany,H,SMP:high-end,328,5221,0.062823,0.0,0.0
Quarter,2021-04-01,Germany,H,SMP:low-end,115,1653,0.069570,0.0,0.0
Quarter,2021-04-01,Germany,H,SMP:mid-end,155,2410,0.064315,0.0,0.0
Quarter,2021-04-01,Germany,O,SMP,389,6927,0.056157,0.0,0.0
Quarter,2021-04-01,Germany,O,SMP:high-end,287,5221,0.054970,0.0,0.0
Quarter,2021-04-01,Germany,O,SMP:low-end,101,1653,0.061101,0.0,0.0
Quarter,2021-04-01,Germany,O,SMP:mid-end,139,2410,0.057676,0.0,0.0
Quarter,2021-04-01,Germany,S,SMP,1707,6927,0.246427,0.0,0.0
Quarter,2021-04-01,Germany,S,SMP:high-end,1274,5221,0.244015,0.0,0.0
Quarter,2021-04-01,Germany,S,SMP:low-end,409,1653,0.247429,0.0,0.0
Quarter,2021-04-01,Germany,S,SMP:mid-end,603,2410,0.250207,0.0,0.0
Quarter,2021-04-01,Germany,X,SMP,488,6927,0.070449,0.0,0.0
Quarter,2021-04-01,Germany,X,SMP:high-end,370,5221,0.070868,0.0,0.0
Quarter,2021-04-01,Germany,X,SMP:low-end,111,1653,0.067151,0.0,0.0
Quarter,2021-04-01,Germany,X,SMP:mid-end,172,2410,0.071369,0.0,0.0
Quarter,2021-04-01,India,A,SMP,2099,4329,0.484869,0.0,0.0
Quarter,2021-04-01,India,A,SMP:high-end,1632,3364,0.485137,0.0,0.0
Quarter,2021-04-01,India,A,SMP:low-end,504,1032,0.488372,0.0,0.0
Quarter,2021-04-01,India,A,SMP:mid-end,730,1473,0.495587,0.0,0.0
Quarter,2021-04-01,India,G,SMP,360,4329,0.083160,0.0,0.0
Quarter,2021-04-01,India,G,SMP:high-end,274,3364,0.081451,0.0,0.0
Quarter,2021-04-01,India,G,SMP:low-end,86,1032,0.083333,0.0,0.0
Quarter,2021-04-01,India,G,SMP:mid-end,125,1473,0.084861,0.0,0.0
Quarter,2021-04-01,India,H,SMP,244,4329,0.056364,0.0,0.0
Quarter,2021-04-01,India,H,SMP:high-end,188,3364,0.055886,0.0,0.0
Quarter,2021-04-01,India,H,SMP:low-end,63,1032,0.061047,0.0,0.0
Quarter,2021-04-01,India,H,SMP:mid-end,81,1473,0.054990,0.0,0.0
Quarter,2021-04-01,India,O,SMP,226,4329,0.052206,0.0,0.0
Quarter,2021-04-01,India,O,SMP:high-end,177,3364,0.052616,0.0,0.0
Quarter,2021-04-01,India,O,SMP:low-end,49,1032,0.047481,0.0,0.0
Quarter,2021-04-01,India,O,SMP:mid-end,74,1473,0.050238,0.0,0.0
Quarter,2021-04-01,India,S,SMP,1102,4329,0.254562,0.0,0.0
Quarter,2021-04-01,India,S,SMP:high-end,861,3364,0.255945,0.0,0.0
Quarter,2021-04-01,India,S,SMP:low-end,258,1032,0.250000,0.0,0.0
Quarter,2021-04-01,India,S,SMP:mid-end,367,1473,0.249151,0.0,0.0
Quarter,2021-04-01,India,X,SMP,298,4329,0.068838,0.0,0.0
Quarter,2021-04-01,India,X,SMP:high-end,232,3364,0.068966,0.0,0.0
Quarter,2021-04-01,India,X,SMP:low-end,72,1032,0.069767,0.0,0.0
Quarter,2021-04-01,India,X,SMP:mid-end,96,1473,0.065173,0.0,0.0
Quarter,2021-04-01,Indonesia,A,SMP,648,1345,0.481784,0.0,0.0
Quarter,2021-04-01,Indonesia,A,SMP:high-end,489,1022,0.478474,0.0,0.0
Quarter,2021-04-01,Indonesia,A,SMP:low-end,169,353,0.478754,0.0,0.0
Quarter,2021-04-01,Indonesia,A,SMP:mid-end,217,434,0.500000,0.0,0.0
Quarter,2021-04-01,Indonesia,G,SMP,106,1345,0.078810,0.0,0.0
Quarter,2021-04-01,Indonesia,G,SMP:high-end,85,1022,0.083170,0.0,0.0
Quarter,2021-04-01,Indonesia,G,SMP:low-end,27,353,0.076487,0.0,0.0
Quarter,2021-04-01,Indonesia,G,SMP:mid-end,35,434,0.080645,0.0,0.0
Quarter,2021-04-01,Indonesia,H,SMP,96,1345,0.071375,0.0,0.0
Quarter,2021-04-01,Indonesia,H,SMP:high-end,74,1022,0.072407,0.0,0.0
Quarter,2021-04-01,Indonesia,H,SMP:low-end,30,353,0.084986,0.0,0.0
Quarter,2021-04-01,Indonesia,H,SMP:mid-end,33,434,0.076037,0.0,0.0
Quarter,2021-04-01,Indonesia,O,SMP,85,1345,0.063197,0.0,0.0
Quarter,2021-04-01,Indonesia,O,SMP:high-end,60,1022,0.058708,0.0,0.0
Quarter,2021-04-01,Indonesia,O,SMP:low-end,23,353,0.065156,0.0,0.0
Quarter,2021-04-01,Indonesia,O,SMP:mid-end,28,434,0.064516,0.0,0.0
Quarter,2021-04-01,Indonesia,S,SMP,325,1345,0.241636,0.0,0.0
Quarter,2021-04-01,Indonesia,S,SMP:high-end,249,1022,0.243640,0.0,0.0
Quarter,2021-04-01,Indonesia,S,SMP:low-end,85,353,0.240793,0.0,0.0
Quarter,2021-04-01,Indonesia,S,SMP:mid-end,92,434,0.211982,0.0,0.0
Quarter,2021-04-01,Indonesia,X,SMP,85,1345,0.063197,0.0,0.0
Quarter,2021-04-01,Indonesia,X,SMP:high-end,65,1022,0.063601,0.0,0.0
Quarter,2021-04-01,Indonesia,X,SMP:low-end,19,353,0.053824,0.0,0.0
Quarter,2021-04-01,Indonesia,X,SMP:mid-end,29,434,0.066820,0.0,0.0
Quarter,2021-04-01,Italy,A,SMP,2122,4388,0.483592,0.0,0.0
Quarter,2021-04-01,Italy,A,SMP:high-end,1623,3353,0.484044,0.0,0.0
Quarter,2021-04-01,Italy,A,SMP:low-end,513,1065,0.481690,0.0,0.0
Quarter,2021-04-01,Italy,A,SMP:mid-end,764,1582,0.482933,0.0,0.0
Quarter,2021-04-01,Italy,G,SMP,366,4388,0.083409,0.0,0.0
Quarter,2021-04-01,Italy,G,SMP:high-end,292,3353,0.087086,0.0,0.0
Quarter,2021-04-01,Italy,G,SMP:low-end,86,1065,0.080751,0.0,0.0
Quarter,2021-04-01,Italy,G,SMP:mid-end,127,1582,0.080278,0.0,0.0
Quarter,2021-04-01,Italy,H,SMP,280,4388,0.063810,0.0,0.0
Quarter,2021-04-01,Italy,H,SMP:high-end,210,3353,0.062630,0.0,0.0
Quarter,2021-04-01,Italy,H,SMP:low-end,76,1065,0.071362,0.0,0.0
Quarter,2021-04-01,Italy,H,SMP:mid-end,98,1582,0.061947,0.0,0.0
Quarter,2021-04-01,Italy,O,SMP,239,4388,0.054467,0.0,0.0
Quarter,2021-04-01,Italy,O,SMP:high-end,188,3353,0.056069,0.0,0.0
Quarter,2021-04-01,Italy,O,SMP:low-end,54,1065,0.050704,0.0,0.0
Quarter,2021-04-01,Italy,O,SMP:mid-end,90,1582,0.056890,0.0,0.0
Quarter,2021-04-01,Italy,S,SMP,1077,4388,0.245442,0.0,0.0
Quarter,2021-04-01,Italy,S,SMP:high-end,801,3353,0.238891,0.0,0.0
Quarter,2021-04-01,Italy,S,SMP:low-end,262,1065,0.246009,0.0,0.0
Quarter,2021-04-01,Italy,S,SMP:mid-end,392,1582,0.247788,0.0,0.0
Quarter,2021-04-01,Italy,X,SMP,304,4388,0.069280,0.0,0.0
Quarter,2021-04-01,Italy,X,SMP:high-end,239,3353,0.071279,0.0,0.0
Quarter,2021-04-01,Italy,X,SMP:low-end,74,1065,0.069484,0.0,0.0
Quarter,2021-04-01,Italy,X,SMP:mid-end,111,1582,0.070164,0.0,0.0
Quarter,2021-04-01,Japan,A,SMP,3225,6802,0.474125,0.0,0.0
Quarter,2021-04-01,Japan,A,SMP:high-end,2418,5079,0.476078,0.0,0.0
Quarter,2021-04-01,Japan,A,SMP:low-end,821,1716,0.478438,0.0,0.0
Quarter,2021-04-01,Japan,A,SMP:mid-end,1115,2406,0.463425,0.0,0.0
Quarter,2021-04-01,Japan,G,SMP,606,6802,0.089091,0.0,0.0
Quarter,2021-04-01,Japan,G,SMP:high-end,447,5079,0.088009,0.0,0.0
Quarter,2021-04-01,Japan,G,SMP:low-end,150,1716,0.087413,0.0,0.0
Quarter,2021-04-01,Japan,G,SMP:mid-end,227,2406,0.094347,0.0,0.0
Quarter,2021-04-01,Japan,H,SMP,441,6802,0.064834,0.0,0.0
Quarter,2021-04-01,Japan,H,SMP:high-end,324,5079,0.063792,0.0,0.0
Quarter,2021-04-01,Japan,H,SMP:low-end,120,1716,0.069930,0.0,0.0
Quarter,2021-04-01,Japan,H,SMP:mid-end,150,2406,0.062344,0.0,0.0
Quarter,2021-04-01,Japan,O,SMP,363,6802,0.053367,0.0,0.0
Quarter,2021-04-01,Japan,O,SMP:high-end,268,5079,0.052766,0.0,0.0
Quarter,2021-04-01,Japan,O,SMP:low-end,106,1716,0.061772,0.0,0.0
Quarter,2021-04-01,Japan,O,SMP:mid-end,132,2406,0.054863,0.0,0.0
